Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Crab-eating macaque gene stable ID,Crab-eating macaque gene name,Gene name
ENSG00000060688,ENSG00000060688.13,ENST00000463988,ENST00000463988.1,ENSMFAG00000031418,SNRNP40,SNRNP40
ENSG00000121766,ENSG00000121766.16,ENST00000616393,ENST00000616393.4,ENSMFAG00000039045,ZCCHC17,ZCCHC17
ENSG00000121766,ENSG00000121766.16,ENST00000616859,ENST00000616859.4,ENSMFAG00000039045,ZCCHC17,ZCCHC17
ENSG00000121766,ENSG00000121766.16,ENST00000615916,ENST00000615916.4,ENSMFAG00000039045,ZCCHC17,ZCCHC17
ENSG00000121766,ENSG00000121766.16,ENST00000344147,ENST00000344147.10,ENSMFAG00000039045,ZCCHC17,ZCCHC17
ENSG00000121766,ENSG00000121766.16,ENST00000479629,ENST00000479629.5,ENSMFAG00000039045,ZCCHC17,ZCCHC17
ENSG00000121766,ENSG00000121766.16,ENST00000373714,ENST00000373714.5,ENSMFAG00000039045,ZCCHC17,ZCCHC17
ENSG00000121766,ENSG00000121766.16,ENST00000627541,ENST00000627541.1,ENSMFAG00000039045,ZCCHC17,ZCCHC17
ENSG00000121766,ENSG00000121766.16,ENST00000618216,ENST00000618216.4,ENSMFAG00000039045,ZCCHC17,ZCCHC17
ENSG00000121766,ENSG00000121766.16,ENST00000546109,ENST00000546109.5,ENSMFAG00000039045,ZCCHC17,ZCCHC17
ENSG00000121769,ENSG00000121769.8,ENST00000482018,ENST00000482018.1,ENSMFAG00000031211,FABP3,FABP3
ENSG00000121769,ENSG00000121769.8,ENST00000498148,ENST00000498148.5,ENSMFAG00000031211,FABP3,FABP3
ENSG00000121769,ENSG00000121769.8,ENST00000373713,ENST00000373713.7,ENSMFAG00000031211,FABP3,FABP3
ENSG00000121769,ENSG00000121769.8,ENST00000497275,ENST00000497275.5,ENSMFAG00000031211,FABP3,FABP3
ENSG00000168528,ENSG00000168528.12,ENST00000487207,ENST00000487207.5,ENSMFAG00000042146,SERINC2,SERINC2
ENSG00000168528,ENSG00000168528.12,ENST00000373709,ENST00000373709.8,ENSMFAG00000042146,SERINC2,SERINC2
ENSG00000168528,ENSG00000168528.12,ENST00000491976,ENST00000491976.1,ENSMFAG00000042146,SERINC2,SERINC2
ENSG00000168528,ENSG00000168528.12,ENST00000536384,ENST00000536384.2,ENSMFAG00000042146,SERINC2,SERINC2
ENSG00000168528,ENSG00000168528.12,ENST00000536859,ENST00000536859.5,ENSMFAG00000042146,SERINC2,SERINC2
ENSG00000168528,ENSG00000168528.12,ENST00000373710,ENST00000373710.5,ENSMFAG00000042146,SERINC2,SERINC2
ENSG00000142910,ENSG00000142910.16,ENST00000463112,ENST00000463112.1,ENSMFAG00000001721,TINAGL1,TINAGL1
ENSG00000142910,ENSG00000142910.16,ENST00000480586,ENST00000480586.1,ENSMFAG00000001721,TINAGL1,TINAGL1
ENSG00000142910,ENSG00000142910.16,ENST00000457433,ENST00000457433.6,ENSMFAG00000001721,TINAGL1,TINAGL1
ENSG00000142910,ENSG00000142910.16,ENST00000537531,ENST00000537531.2,ENSMFAG00000001721,TINAGL1,TINAGL1
ENSG00000142910,ENSG00000142910.16,ENST00000498429,ENST00000498429.5,ENSMFAG00000001721,TINAGL1,TINAGL1
ENSG00000142910,ENSG00000142910.16,ENST00000468635,ENST00000468635.5,ENSMFAG00000001721,TINAGL1,TINAGL1
ENSG00000142910,ENSG00000142910.16,ENST00000481165,ENST00000481165.5,ENSMFAG00000001721,TINAGL1,TINAGL1
ENSG00000142910,ENSG00000142910.16,ENST00000478398,ENST00000478398.5,ENSMFAG00000001721,TINAGL1,TINAGL1
ENSG00000142910,ENSG00000142910.16,ENST00000466998,ENST00000466998.1,ENSMFAG00000001721,TINAGL1,TINAGL1
ENSG00000142910,ENSG00000142910.16,ENST00000461030,ENST00000461030.5,ENSMFAG00000001721,TINAGL1,TINAGL1
ENSG00000142910,ENSG00000142910.16,ENST00000271064,ENST00000271064.12,ENSMFAG00000001721,TINAGL1,TINAGL1
ENSG00000121764,ENSG00000121764.11,ENST00000373705,ENST00000373705.1,ENSMFAG00000044224,HCRTR1,HCRTR1
ENSG00000121764,ENSG00000121764.11,ENST00000403528,ENST00000403528.6,ENSMFAG00000044224,HCRTR1,HCRTR1
ENSG00000121764,ENSG00000121764.11,ENST00000373706,ENST00000373706.9,ENSMFAG00000044224,HCRTR1,HCRTR1
ENSG00000121764,ENSG00000121764.11,ENST00000485464,ENST00000485464.5,ENSMFAG00000044224,HCRTR1,HCRTR1
ENSG00000121764,ENSG00000121764.11,ENST00000468521,ENST00000468521.1,ENSMFAG00000044224,HCRTR1,HCRTR1
ENSG00000162517,ENSG00000162517.13,ENST00000471219,ENST00000471219.1,ENSMFAG00000004854,,PEF1
ENSG00000162517,ENSG00000162517.13,ENST00000472443,ENST00000472443.1,ENSMFAG00000004854,,PEF1
ENSG00000162517,ENSG00000162517.13,ENST00000496805,ENST00000496805.5,ENSMFAG00000004854,,PEF1
ENSG00000162517,ENSG00000162517.13,ENST00000492061,ENST00000492061.5,ENSMFAG00000004854,,PEF1
ENSG00000162517,ENSG00000162517.13,ENST00000489164,ENST00000489164.5,ENSMFAG00000004854,,PEF1
ENSG00000162517,ENSG00000162517.13,ENST00000478502,ENST00000478502.5,ENSMFAG00000004854,,PEF1
ENSG00000162517,ENSG00000162517.13,ENST00000461006,ENST00000461006.5,ENSMFAG00000004854,,PEF1
ENSG00000162517,ENSG00000162517.13,ENST00000373703,ENST00000373703.5,ENSMFAG00000004854,,PEF1
ENSG00000162517,ENSG00000162517.13,ENST00000471219,ENST00000471219.1,ENSMFAG00000030472,,PEF1
ENSG00000162517,ENSG00000162517.13,ENST00000472443,ENST00000472443.1,ENSMFAG00000030472,,PEF1
ENSG00000162517,ENSG00000162517.13,ENST00000496805,ENST00000496805.5,ENSMFAG00000030472,,PEF1
ENSG00000162517,ENSG00000162517.13,ENST00000492061,ENST00000492061.5,ENSMFAG00000030472,,PEF1
ENSG00000162517,ENSG00000162517.13,ENST00000489164,ENST00000489164.5,ENSMFAG00000030472,,PEF1
ENSG00000162517,ENSG00000162517.13,ENST00000478502,ENST00000478502.5,ENSMFAG00000030472,,PEF1
ENSG00000162517,ENSG00000162517.13,ENST00000461006,ENST00000461006.5,ENSMFAG00000030472,,PEF1
ENSG00000162517,ENSG00000162517.13,ENST00000373703,ENST00000373703.5,ENSMFAG00000030472,,PEF1
ENSG00000084636,ENSG00000084636.18,ENST00000373672,ENST00000373672.8,ENSMFAG00000042878,COL16A1,COL16A1
ENSG00000084636,ENSG00000084636.18,ENST00000488128,ENST00000488128.6,ENSMFAG00000042878,COL16A1,COL16A1
ENSG00000084636,ENSG00000084636.18,ENST00000488897,ENST00000488897.5,ENSMFAG00000042878,COL16A1,COL16A1
ENSG00000084636,ENSG00000084636.18,ENST00000461217,ENST00000461217.1,ENSMFAG00000042878,COL16A1,COL16A1
ENSG00000084636,ENSG00000084636.18,ENST00000440437,ENST00000440437.1,ENSMFAG00000042878,COL16A1,COL16A1
ENSG00000084636,ENSG00000084636.18,ENST00000466829,ENST00000466829.5,ENSMFAG00000042878,COL16A1,COL16A1
ENSG00000084636,ENSG00000084636.18,ENST00000470799,ENST00000470799.5,ENSMFAG00000042878,COL16A1,COL16A1
ENSG00000084636,ENSG00000084636.18,ENST00000482910,ENST00000482910.1,ENSMFAG00000042878,COL16A1,COL16A1
ENSG00000084636,ENSG00000084636.18,ENST00000468459,ENST00000468459.5,ENSMFAG00000042878,COL16A1,COL16A1
ENSG00000084636,ENSG00000084636.18,ENST00000479100,ENST00000479100.1,ENSMFAG00000042878,COL16A1,COL16A1
ENSG00000084636,ENSG00000084636.18,ENST00000458715,ENST00000458715.5,ENSMFAG00000042878,COL16A1,COL16A1
ENSG00000084636,ENSG00000084636.18,ENST00000373668,ENST00000373668.7,ENSMFAG00000042878,COL16A1,COL16A1
ENSG00000084636,ENSG00000084636.18,ENST00000474000,ENST00000474000.5,ENSMFAG00000042878,COL16A1,COL16A1
ENSG00000084636,ENSG00000084636.18,ENST00000482478,ENST00000482478.5,ENSMFAG00000042878,COL16A1,COL16A1
ENSG00000084636,ENSG00000084636.18,ENST00000529928,ENST00000529928.1,ENSMFAG00000042878,COL16A1,COL16A1
ENSG00000084636,ENSG00000084636.18,ENST00000373667,ENST00000373667.4,ENSMFAG00000042878,COL16A1,COL16A1
ENSG00000084636,ENSG00000084636.18,ENST00000532877,ENST00000532877.1,ENSMFAG00000042878,COL16A1,COL16A1
ENSG00000121753,ENSG00000121753.12,ENST00000398556,ENST00000398556.7,ENSMFAG00000028460,ADGRB2,ADGRB2
ENSG00000121753,ENSG00000121753.12,ENST00000398547,ENST00000398547.5,ENSMFAG00000028460,ADGRB2,ADGRB2
ENSG00000121753,ENSG00000121753.12,ENST00000373655,ENST00000373655.6,ENSMFAG00000028460,ADGRB2,ADGRB2
ENSG00000121753,ENSG00000121753.12,ENST00000398542,ENST00000398542.5,ENSMFAG00000028460,ADGRB2,ADGRB2
ENSG00000121753,ENSG00000121753.12,ENST00000465256,ENST00000465256.5,ENSMFAG00000028460,ADGRB2,ADGRB2
ENSG00000121753,ENSG00000121753.12,ENST00000530999,ENST00000530999.1,ENSMFAG00000028460,ADGRB2,ADGRB2
ENSG00000121753,ENSG00000121753.12,ENST00000527361,ENST00000527361.5,ENSMFAG00000028460,ADGRB2,ADGRB2
ENSG00000121753,ENSG00000121753.12,ENST00000398538,ENST00000398538.5,ENSMFAG00000028460,ADGRB2,ADGRB2
ENSG00000121753,ENSG00000121753.12,ENST00000466109,ENST00000466109.1,ENSMFAG00000028460,ADGRB2,ADGRB2
ENSG00000121753,ENSG00000121753.12,ENST00000420125,ENST00000420125.5,ENSMFAG00000028460,ADGRB2,ADGRB2
ENSG00000121753,ENSG00000121753.12,ENST00000530134,ENST00000530134.5,ENSMFAG00000028460,ADGRB2,ADGRB2
ENSG00000121753,ENSG00000121753.12,ENST00000533175,ENST00000533175.1,ENSMFAG00000028460,ADGRB2,ADGRB2
ENSG00000121753,ENSG00000121753.12,ENST00000468430,ENST00000468430.1,ENSMFAG00000028460,ADGRB2,ADGRB2
ENSG00000121753,ENSG00000121753.12,ENST00000436464,ENST00000436464.1,ENSMFAG00000028460,ADGRB2,ADGRB2
ENSG00000121753,ENSG00000121753.12,ENST00000373658,ENST00000373658.7,ENSMFAG00000028460,ADGRB2,ADGRB2
ENSG00000134668,ENSG00000134668.12,ENST00000257100,ENST00000257100.7,ENSMFAG00000030849,SPOCD1,SPOCD1
ENSG00000134668,ENSG00000134668.12,ENST00000360482,ENST00000360482.6,ENSMFAG00000030849,SPOCD1,SPOCD1
ENSG00000134668,ENSG00000134668.12,ENST00000473361,ENST00000473361.5,ENSMFAG00000030849,SPOCD1,SPOCD1
ENSG00000134668,ENSG00000134668.12,ENST00000452755,ENST00000452755.6,ENSMFAG00000030849,SPOCD1,SPOCD1
ENSG00000134668,ENSG00000134668.12,ENST00000533231,ENST00000533231.5,ENSMFAG00000030849,SPOCD1,SPOCD1
ENSG00000134668,ENSG00000134668.12,ENST00000528579,ENST00000528579.1,ENSMFAG00000030849,SPOCD1,SPOCD1
ENSG00000134668,ENSG00000134668.12,ENST00000532604,ENST00000532604.5,ENSMFAG00000030849,SPOCD1,SPOCD1
ENSG00000134668,ENSG00000134668.12,ENST00000531039,ENST00000531039.5,ENSMFAG00000030849,SPOCD1,SPOCD1
ENSG00000134668,ENSG00000134668.12,ENST00000468720,ENST00000468720.5,ENSMFAG00000030849,SPOCD1,SPOCD1
ENSG00000134668,ENSG00000134668.12,ENST00000460061,ENST00000460061.5,ENSMFAG00000030849,SPOCD1,SPOCD1
ENSG00000134668,ENSG00000134668.12,ENST00000485944,ENST00000485944.5,ENSMFAG00000030849,SPOCD1,SPOCD1
ENSG00000134668,ENSG00000134668.12,ENST00000529396,ENST00000529396.1,ENSMFAG00000030849,SPOCD1,SPOCD1
ENSG00000134668,ENSG00000134668.12,ENST00000528791,ENST00000528791.5,ENSMFAG00000030849,SPOCD1,SPOCD1
ENSG00000134668,ENSG00000134668.12,ENST00000525930,ENST00000525930.1,ENSMFAG00000030849,SPOCD1,SPOCD1
ENSG00000184007,ENSG00000184007.22,ENST00000602725,ENST00000602725.5,ENSMFAG00000037626,,PTP4A2
ENSG00000184007,ENSG00000184007.22,ENST00000647444,ENST00000647444.2,ENSMFAG00000037626,,PTP4A2
ENSG00000184007,ENSG00000184007.22,ENST00000649841,ENST00000649841.1,ENSMFAG00000037626,,PTP4A2
ENSG00000184007,ENSG00000184007.22,ENST00000457805,ENST00000457805.6,ENSMFAG00000037626,,PTP4A2
ENSG00000184007,ENSG00000184007.22,ENST00000489313,ENST00000489313.1,ENSMFAG00000037626,,PTP4A2
ENSG00000184007,ENSG00000184007.22,ENST00000602683,ENST00000602683.5,ENSMFAG00000037626,,PTP4A2
ENSG00000184007,ENSG00000184007.22,ENST00000470404,ENST00000470404.5,ENSMFAG00000037626,,PTP4A2
ENSG00000184007,ENSG00000184007.22,ENST00000532001,ENST00000532001.6,ENSMFAG00000037626,,PTP4A2
ENSG00000184007,ENSG00000184007.22,ENST00000528253,ENST00000528253.3,ENSMFAG00000037626,,PTP4A2
ENSG00000184007,ENSG00000184007.22,ENST00000484483,ENST00000484483.1,ENSMFAG00000037626,,PTP4A2
ENSG00000184007,ENSG00000184007.22,ENST00000468531,ENST00000468531.1,ENSMFAG00000037626,,PTP4A2
ENSG00000184007,ENSG00000184007.22,ENST00000534796,ENST00000534796.5,ENSMFAG00000037626,,PTP4A2
ENSG00000184007,ENSG00000184007.22,ENST00000532289,ENST00000532289.1,ENSMFAG00000037626,,PTP4A2
ENSG00000184007,ENSG00000184007.22,ENST00000526960,ENST00000526960.1,ENSMFAG00000037626,,PTP4A2
ENSG00000184007,ENSG00000184007.22,ENST00000524384,ENST00000524384.5,ENSMFAG00000037626,,PTP4A2
ENSG00000184007,ENSG00000184007.22,ENST00000528840,ENST00000528840.1,ENSMFAG00000037626,,PTP4A2
ENSG00000184007,ENSG00000184007.22,ENST00000494444,ENST00000494444.2,ENSMFAG00000037626,,PTP4A2
ENSG00000184007,ENSG00000184007.22,ENST00000529477,ENST00000529477.5,ENSMFAG00000037626,,PTP4A2
ENSG00000184007,ENSG00000184007.22,ENST00000533408,ENST00000533408.1,ENSMFAG00000037626,,PTP4A2
ENSG00000184007,ENSG00000184007.22,ENST00000475464,ENST00000475464.1,ENSMFAG00000037626,,PTP4A2
ENSG00000121774,ENSG00000121774.18,ENST00000327300,ENST00000327300.12,ENSMFAG00000001194,KHDRBS1,KHDRBS1
ENSG00000121774,ENSG00000121774.18,ENST00000307714,ENST00000307714.12,ENSMFAG00000001194,KHDRBS1,KHDRBS1
ENSG00000121774,ENSG00000121774.18,ENST00000492989,ENST00000492989.1,ENSMFAG00000001194,KHDRBS1,KHDRBS1
ENSG00000121774,ENSG00000121774.18,ENST00000484270,ENST00000484270.2,ENSMFAG00000001194,KHDRBS1,KHDRBS1
ENSG00000121775,ENSG00000121775.18,ENST00000438825,ENST00000438825.5,ENSMFAG00000036558,TMEM39B,TMEM39B
ENSG00000121775,ENSG00000121775.18,ENST00000441402,ENST00000441402.5,ENSMFAG00000036558,TMEM39B,TMEM39B
ENSG00000121775,ENSG00000121775.18,ENST00000472503,ENST00000472503.5,ENSMFAG00000036558,TMEM39B,TMEM39B
ENSG00000121775,ENSG00000121775.18,ENST00000468135,ENST00000468135.5,ENSMFAG00000036558,TMEM39B,TMEM39B
ENSG00000121775,ENSG00000121775.18,ENST00000466321,ENST00000466321.5,ENSMFAG00000036558,TMEM39B,TMEM39B
ENSG00000121775,ENSG00000121775.18,ENST00000476968,ENST00000476968.5,ENSMFAG00000036558,TMEM39B,TMEM39B
ENSG00000121775,ENSG00000121775.18,ENST00000498613,ENST00000498613.1,ENSMFAG00000036558,TMEM39B,TMEM39B
ENSG00000121775,ENSG00000121775.18,ENST00000336294,ENST00000336294.10,ENSMFAG00000036558,TMEM39B,TMEM39B
ENSG00000121775,ENSG00000121775.18,ENST00000487305,ENST00000487305.5,ENSMFAG00000036558,TMEM39B,TMEM39B
ENSG00000025800,ENSG00000025800.14,ENST00000373625,ENST00000373625.8,ENSMFAG00000000429,KPNA6,KPNA6
ENSG00000025800,ENSG00000025800.14,ENST00000471599,ENST00000471599.5,ENSMFAG00000000429,KPNA6,KPNA6
ENSG00000025800,ENSG00000025800.14,ENST00000469790,ENST00000469790.1,ENSMFAG00000000429,KPNA6,KPNA6
ENSG00000025800,ENSG00000025800.14,ENST00000446515,ENST00000446515.1,ENSMFAG00000000429,KPNA6,KPNA6
ENSG00000084652,ENSG00000084652.16,ENST00000373610,ENST00000373610.8,ENSMFAG00000041015,TXLNA,TXLNA
ENSG00000084652,ENSG00000084652.16,ENST00000373609,ENST00000373609.1,ENSMFAG00000041015,TXLNA,TXLNA
ENSG00000160050,ENSG00000160050.15,ENST00000373602,ENST00000373602.10,ENSMFAG00000031708,CCDC28B,CCDC28B
ENSG00000160050,ENSG00000160050.15,ENST00000469003,ENST00000469003.5,ENSMFAG00000031708,CCDC28B,CCDC28B
ENSG00000160050,ENSG00000160050.15,ENST00000421922,ENST00000421922.6,ENSMFAG00000031708,CCDC28B,CCDC28B
ENSG00000160050,ENSG00000160050.15,ENST00000461819,ENST00000461819.5,ENSMFAG00000031708,CCDC28B,CCDC28B
ENSG00000160050,ENSG00000160050.15,ENST00000483009,ENST00000483009.1,ENSMFAG00000031708,CCDC28B,CCDC28B
ENSG00000160051,ENSG00000160051.12,ENST00000291358,ENST00000291358.11,ENSMFAG00000041971,IQCC,IQCC
ENSG00000160051,ENSG00000160051.12,ENST00000617816,ENST00000617816.1,ENSMFAG00000041971,IQCC,IQCC
ENSG00000160051,ENSG00000160051.12,ENST00000537469,ENST00000537469.2,ENSMFAG00000041971,IQCC,IQCC
ENSG00000222046,ENSG00000222046.2,ENST00000409358,ENST00000409358.1,ENSMFAG00000045797,DCDC2B,DCDC2B
ENSG00000222046,ENSG00000222046.2,ENST00000487056,ENST00000487056.1,ENSMFAG00000045797,DCDC2B,DCDC2B
ENSG00000160055,ENSG00000160055.20,ENST00000483001,ENST00000483001.5,ENSMFAG00000044797,TMEM234,TMEM234
ENSG00000160055,ENSG00000160055.20,ENST00000309777,ENST00000309777.11,ENSMFAG00000044797,TMEM234,TMEM234
ENSG00000160055,ENSG00000160055.20,ENST00000373593,ENST00000373593.5,ENSMFAG00000044797,TMEM234,TMEM234
ENSG00000160055,ENSG00000160055.20,ENST00000344461,ENST00000344461.7,ENSMFAG00000044797,TMEM234,TMEM234
ENSG00000160055,ENSG00000160055.20,ENST00000484490,ENST00000484490.1,ENSMFAG00000044797,TMEM234,TMEM234
ENSG00000160055,ENSG00000160055.20,ENST00000485689,ENST00000485689.1,ENSMFAG00000044797,TMEM234,TMEM234
ENSG00000160055,ENSG00000160055.20,ENST00000487174,ENST00000487174.1,ENSMFAG00000044797,TMEM234,TMEM234
ENSG00000160055,ENSG00000160055.20,ENST00000466796,ENST00000466796.1,ENSMFAG00000044797,TMEM234,TMEM234
ENSG00000160055,ENSG00000160055.20,ENST00000495091,ENST00000495091.5,ENSMFAG00000044797,TMEM234,TMEM234
ENSG00000160055,ENSG00000160055.20,ENST00000491434,ENST00000491434.5,ENSMFAG00000044797,TMEM234,TMEM234
ENSG00000160055,ENSG00000160055.20,ENST00000489170,ENST00000489170.5,ENSMFAG00000044797,TMEM234,TMEM234
ENSG00000160055,ENSG00000160055.20,ENST00000461402,ENST00000461402.5,ENSMFAG00000044797,TMEM234,TMEM234
ENSG00000084623,ENSG00000084623.11,ENST00000474371,ENST00000474371.1,ENSMFAG00000043566,EIF3I,EIF3I
ENSG00000084623,ENSG00000084623.11,ENST00000355082,ENST00000355082.9,ENSMFAG00000043566,EIF3I,EIF3I
ENSG00000084623,ENSG00000084623.11,ENST00000373586,ENST00000373586.1,ENSMFAG00000043566,EIF3I,EIF3I
ENSG00000084623,ENSG00000084623.11,ENST00000489353,ENST00000489353.5,ENSMFAG00000043566,EIF3I,EIF3I
ENSG00000084623,ENSG00000084623.11,ENST00000471486,ENST00000471486.5,ENSMFAG00000043566,EIF3I,EIF3I
ENSG00000084623,ENSG00000084623.11,ENST00000483517,ENST00000483517.5,ENSMFAG00000043566,EIF3I,EIF3I
ENSG00000183615,ENSG00000183615.6,ENST00000373582,ENST00000373582.4,ENSMFAG00000036350,FAM167B,FAM167B
ENSG00000182866,ENSG00000182866.17,ENST00000336890,ENST00000336890.10,ENSMFAG00000031502,LCK,LCK
ENSG00000182866,ENSG00000182866.17,ENST00000476457,ENST00000476457.5,ENSMFAG00000031502,LCK,LCK
ENSG00000182866,ENSG00000182866.17,ENST00000482949,ENST00000482949.5,ENSMFAG00000031502,LCK,LCK
ENSG00000182866,ENSG00000182866.17,ENST00000495610,ENST00000495610.6,ENSMFAG00000031502,LCK,LCK
ENSG00000182866,ENSG00000182866.17,ENST00000355928,ENST00000355928.7,ENSMFAG00000031502,LCK,LCK
ENSG00000182866,ENSG00000182866.17,ENST00000469765,ENST00000469765.5,ENSMFAG00000031502,LCK,LCK
ENSG00000182866,ENSG00000182866.17,ENST00000461712,ENST00000461712.6,ENSMFAG00000031502,LCK,LCK
ENSG00000182866,ENSG00000182866.17,ENST00000373562,ENST00000373562.7,ENSMFAG00000031502,LCK,LCK
ENSG00000182866,ENSG00000182866.17,ENST00000477031,ENST00000477031.6,ENSMFAG00000031502,LCK,LCK
ENSG00000182866,ENSG00000182866.17,ENST00000373557,ENST00000373557.6,ENSMFAG00000031502,LCK,LCK
ENSG00000182866,ENSG00000182866.17,ENST00000333070,ENST00000333070.4,ENSMFAG00000031502,LCK,LCK
ENSG00000182866,ENSG00000182866.17,ENST00000469956,ENST00000469956.1,ENSMFAG00000031502,LCK,LCK
ENSG00000182866,ENSG00000182866.17,ENST00000619559,ENST00000619559.4,ENSMFAG00000031502,LCK,LCK
ENSG00000182866,ENSG00000182866.17,ENST00000373564,ENST00000373564.7,ENSMFAG00000031502,LCK,LCK
ENSG00000252450,ENSG00000252450.1,ENST00000516641,ENST00000516641.1,ENSMFAG00000006052,Y_RNA,Y_RNA
ENSG00000116478,ENSG00000116478.12,ENST00000373548,ENST00000373548.8,ENSMFAG00000001093,HDAC1,HDAC1
ENSG00000116478,ENSG00000116478.12,ENST00000481281,ENST00000481281.5,ENSMFAG00000001093,HDAC1,HDAC1
ENSG00000116478,ENSG00000116478.12,ENST00000463172,ENST00000463172.5,ENSMFAG00000001093,HDAC1,HDAC1
ENSG00000116478,ENSG00000116478.12,ENST00000428704,ENST00000428704.1,ENSMFAG00000001093,HDAC1,HDAC1
ENSG00000116478,ENSG00000116478.12,ENST00000472928,ENST00000472928.5,ENSMFAG00000001093,HDAC1,HDAC1
ENSG00000116478,ENSG00000116478.12,ENST00000490081,ENST00000490081.5,ENSMFAG00000001093,HDAC1,HDAC1
ENSG00000116478,ENSG00000116478.12,ENST00000482310,ENST00000482310.5,ENSMFAG00000001093,HDAC1,HDAC1
ENSG00000116478,ENSG00000116478.12,ENST00000476391,ENST00000476391.5,ENSMFAG00000001093,HDAC1,HDAC1
ENSG00000116478,ENSG00000116478.12,ENST00000484305,ENST00000484305.1,ENSMFAG00000001093,HDAC1,HDAC1
ENSG00000116478,ENSG00000116478.12,ENST00000471488,ENST00000471488.1,ENSMFAG00000001093,HDAC1,HDAC1
ENSG00000175130,ENSG00000175130.7,ENST00000329421,ENST00000329421.8,ENSMFAG00000019212,MARCKSL1,MARCKSL1
ENSG00000162526,ENSG00000162526.7,ENST00000373534,ENST00000373534.4,ENSMFAG00000043194,TSSK3,TSSK3
ENSG00000162526,ENSG00000162526.7,ENST00000574315,ENST00000574315.1,ENSMFAG00000043194,TSSK3,TSSK3
ENSG00000162526,ENSG00000162526.7,ENST00000574792,ENST00000574792.1,ENSMFAG00000043194,TSSK3,TSSK3
ENSG00000162526,ENSG00000162526.7,ENST00000421153,ENST00000421153.2,ENSMFAG00000043194,TSSK3,TSSK3
ENSG00000225828,ENSG00000225828.1,ENST00000415596,ENST00000415596.1,ENSMFAG00000040589,FAM229A,FAM229A
ENSG00000225828,ENSG00000225828.1,ENST00000428500,ENST00000428500.1,ENSMFAG00000040589,FAM229A,FAM229A
ENSG00000225828,ENSG00000225828.1,ENST00000416512,ENST00000416512.1,ENSMFAG00000040589,FAM229A,FAM229A
ENSG00000225828,ENSG00000225828.1,ENST00000432622,ENST00000432622.1,ENSMFAG00000040589,FAM229A,FAM229A
ENSG00000160058,ENSG00000160058.19,ENST00000474414,ENST00000474414.5,ENSMFAG00000042990,BSDC1,BSDC1
ENSG00000160058,ENSG00000160058.19,ENST00000530485,ENST00000530485.1,ENSMFAG00000042990,BSDC1,BSDC1
ENSG00000160058,ENSG00000160058.19,ENST00000527163,ENST00000527163.5,ENSMFAG00000042990,BSDC1,BSDC1
ENSG00000160058,ENSG00000160058.19,ENST00000527513,ENST00000527513.5,ENSMFAG00000042990,BSDC1,BSDC1
ENSG00000160058,ENSG00000160058.19,ENST00000446293,ENST00000446293.6,ENSMFAG00000042990,BSDC1,BSDC1
ENSG00000160058,ENSG00000160058.19,ENST00000463967,ENST00000463967.1,ENSMFAG00000042990,BSDC1,BSDC1
ENSG00000160058,ENSG00000160058.19,ENST00000373520,ENST00000373520.8,ENSMFAG00000042990,BSDC1,BSDC1
ENSG00000160058,ENSG00000160058.19,ENST00000419121,ENST00000419121.6,ENSMFAG00000042990,BSDC1,BSDC1
ENSG00000160058,ENSG00000160058.19,ENST00000526031,ENST00000526031.5,ENSMFAG00000042990,BSDC1,BSDC1
ENSG00000160058,ENSG00000160058.19,ENST00000341071,ENST00000341071.11,ENSMFAG00000042990,BSDC1,BSDC1
ENSG00000160058,ENSG00000160058.19,ENST00000444377,ENST00000444377.5,ENSMFAG00000042990,BSDC1,BSDC1
ENSG00000160058,ENSG00000160058.19,ENST00000455895,ENST00000455895.7,ENSMFAG00000042990,BSDC1,BSDC1
ENSG00000160058,ENSG00000160058.19,ENST00000531222,ENST00000531222.1,ENSMFAG00000042990,BSDC1,BSDC1
ENSG00000160058,ENSG00000160058.19,ENST00000533084,ENST00000533084.1,ENSMFAG00000042990,BSDC1,BSDC1
ENSG00000160058,ENSG00000160058.19,ENST00000530753,ENST00000530753.1,ENSMFAG00000042990,BSDC1,BSDC1
ENSG00000160058,ENSG00000160058.19,ENST00000530876,ENST00000530876.5,ENSMFAG00000042990,BSDC1,BSDC1
ENSG00000263529,ENSG00000263529.2,ENST00000579362,ENST00000579362.2,ENSMFAG00000012014,Metazoa_SRP,RN7SL122P
ENSG00000254553,ENSG00000254553.1,ENST00000480336,ENST00000480336.1,ENSMFAG00000037573,,AL033529.1
ENSG00000273274,ENSG00000273274.2,ENST00000609129,ENST00000609129.2,ENSMFAG00000037573,,ZBTB8B
ENSG00000160062,ENSG00000160062.15,ENST00000316459,ENST00000316459.4,ENSMFAG00000033145,ZBTB8A,ZBTB8A
ENSG00000160062,ENSG00000160062.15,ENST00000373510,ENST00000373510.9,ENSMFAG00000033145,ZBTB8A,ZBTB8A
ENSG00000176261,ENSG00000176261.15,ENST00000466361,ENST00000466361.1,ENSMFAG00000033163,ZBTB8OS,ZBTB8OS
ENSG00000176261,ENSG00000176261.15,ENST00000473383,ENST00000473383.1,ENSMFAG00000033163,ZBTB8OS,ZBTB8OS
ENSG00000176261,ENSG00000176261.15,ENST00000479075,ENST00000479075.5,ENSMFAG00000033163,ZBTB8OS,ZBTB8OS
ENSG00000176261,ENSG00000176261.15,ENST00000483138,ENST00000483138.5,ENSMFAG00000033163,ZBTB8OS,ZBTB8OS
